Geo_FIPS,Geo_NAME,Geo_QNAME,Geo_NATION,Geo_STATE,Geo_COUNTY,Geo_CS,Geo_CT,Geo_BG,Geo_PLACE,Geo_CD,Geo_SLDUC,Geo_SLDLC,Geo_MSAMSA,Geo_CSA,SE_T001_001,SE_T002_001,SE_T011_001,SE_T012_001,SE_T003_000,SE_T003_001,SE_T004_000,SE_T004_001,SE_T013_001,SE_T013_002,SE_T014_001,SE_T014_002,SE_T005_000,SE_T005_002,SE_T005_003,SE_T005_004,SE_T005_005,SE_T005_006,SE_T005_007,SE_T005_008,SE_T006_000,SE_T006_002,SE_T006_003,SE_T006_004,SE_T006_005,SE_T006_006,SE_T006_007,SE_T006_008,SE_T025_000,SE_T025_002,SE_T025_003,SE_T025_004,SE_T025_005,SE_T025_006,SE_T025_007,SE_T025_008,SE_T026_000,SE_T026_002,SE_T026_003,SE_T026_004,SE_T026_005,SE_T026_006,SE_T026_007,SE_T026_008,SE_T027_000,SE_T027_002,SE_T027_003,SE_T027_004,SE_T027_005,SE_T027_006,SE_T027_007,SE_T027_008
"00","United States","United States","00",,,,,,,,,,,,331449281,308745392,22703889,7.35359606597789,331449281,93.8142342994765,308745392,87.3880687162261,22703889,6.42616558325041,7.35359606597789,7.35359606597783,331449281,204277273,41104200,3727135,19886049,689966,27915715,33848943,308745392,223553159,38929301,2932248,14674243,540013,19107359,9009069,22703889,-19275886,2174899,794887,5211806,149953,8808356,24839874,7.35359606597789,-8.62250664952581,5.58679181010725,27.1084505812605,35.5166941149877,27.7684055754213,46.0992856207914,275.720765375423,-2.66453525910038E-15,-10.775429108743,-0.207514267272975,0.174766203951212,1.24686390375364,0.033260782748909,2.23360810375803,7.29444438180415
